Location,TCFDCategoryName,TCFDSubCatName,RiskFactorName,ScenarioName,RiskYear,ValueAtRisk,ParentCorpID,LocationID
MU,  Transition Risk,Policy and Legal,Carbon pricing ,RCP8.5,2010,2.36448,1
VISA,  Opportunity,Resilience,Energy resilience ,RCP8.5,2090,26.955,11
VISA,  Transition Risk,Policy and Legal,Litigation risk ,RCP8.5,2010,0.848088,11
VISA,  Transition Risk,Policy and Legal,Litigation risk ,RCP8.5,2020,1.59882,11
VISA,  Transition Risk,Policy and Legal,Litigation risk ,RCP8.5,2030,4.00354,11
VISA,  Transition Risk,Policy and Legal,Litigation risk ,RCP8.5,2040,6.66943,11
VISA,  Transition Risk,Policy and Legal,Litigation risk ,RCP8.5,2050,8.58208,11
VISA,  Transition Risk,Policy and Legal,Litigation risk ,RCP8.5,2060,9.79651,11
VISA,  Transition Risk,Policy and Legal,Litigation risk ,RCP8.5,2070,12.1408,11
VISA,  Transition Risk,Policy and Legal,Litigation risk ,RCP8.5,2080,13.7848,11
VISA,  Transition Risk,Policy and Legal,Litigation risk ,RCP8.5,2090,14.376,11
VISA,  Opportunity,Resource Efficiency,Materials Efficiency ,RCP8.5,2010,1.27213,11
VISA,  Opportunity,Resource Efficiency,Materials Efficiency ,RCP8.5,2020,2.39824,11
VISA,  Opportunity,Resource Efficiency,Materials Efficiency ,RCP8.5,2030,6.0053,11
VISA,  Opportunity,Resource Efficiency,Materials Efficiency ,RCP8.5,2040,10.0041,11
VISA,  Opportunity,Resource Efficiency,Materials Efficiency ,RCP8.5,2050,12.8731,11
VISA,  Opportunity,Resource Efficiency,Materials Efficiency ,RCP8.5,2060,14.6948,11
VISA,  Opportunity,Resource Efficiency,Materials Efficiency ,RCP8.5,2070,18.2111,11
VISA,  Opportunity,Resource Efficiency,Materials Efficiency ,RCP8.5,2080,20.6773,11
VISA,  Opportunity,Resource Efficiency,Materials Efficiency ,RCP8.5,2090,21.564,11
VISA,  Transition Risk,Reputation,Materials cost ,RCP8.5,2010,1.06011,11
VISA,  Transition Risk,Reputation,Materials cost ,RCP8.5,2020,1.99853,11
VISA,  Transition Risk,Reputation,Materials cost ,RCP8.5,2030,5.00442,11
VISA,  Transition Risk,Reputation,Materials cost ,RCP8.5,2040,8.33678,11
VISA,  Transition Risk,Reputation,Materials cost ,RCP8.5,2050,10.7276,11
VISA,  Transition Risk,Reputation,Materials cost ,RCP8.5,2060,12.2456,11
VISA,  Transition Risk,Reputation,Materials cost ,RCP8.5,2070,15.1759,11
VISA,  Transition Risk,Reputation,Materials cost ,RCP8.5,2080,17.231,11
VISA,  Transition Risk,Reputation,Materials cost ,RCP8.5,2090,17.97,11
VISA,  Transition Risk,Technology,New technology ,RCP8.5,2010,0.742077,11
VISA,  Transition Risk,Technology,New technology ,RCP8.5,2020,1.39898,11
VISA,  Transition Risk,Technology,New technology ,RCP8.5,2030,3.50309,11
VISA,  Transition Risk,Technology,New technology ,RCP8.5,2040,5.83575,11
VISA,  Transition Risk,Technology,New technology ,RCP8.5,2050,7.50932,11
VISA,  Transition Risk,Technology,New technology ,RCP8.5,2060,8.57195,11
VISA,  Transition Risk,Technology,New technology ,RCP8.5,2070,10.6232,11
VISA,  Transition Risk,Technology,New technology ,RCP8.5,2080,12.0617,11
VISA,  Transition Risk,Technology,New technology ,RCP8.5,2090,12.579,11
VISA,  Opportunity,Energy Source,Renewable price stability ,RCP8.5,2010,0.318033,11
VISA,  Opportunity,Energy Source,Renewable price stability ,RCP8.5,2020,0.599559,11
VISA,  Opportunity,Energy Source,Renewable price stability ,RCP8.5,2030,1.50133,11
VISA,  Opportunity,Energy Source,Renewable price stability ,RCP8.5,2040,2.50103,11
VISA,  Opportunity,Energy Source,Renewable price stability ,RCP8.5,2050,3.21828,11
VISA,  Opportunity,Energy Source,Renewable price stability ,RCP8.5,2060,3.67369,11
VISA,  Opportunity,Energy Source,Renewable price stability ,RCP8.5,2070,4.55278,11
VISA,  Opportunity,Energy Source,Renewable price stability ,RCP8.5,2080,5.16931,11
VISA,  Opportunity,Energy Source,Renewable price stability ,RCP8.5,2090,5.391,11
VISA,  Transition Risk,Market,Reputation damage ,RCP8.5,2010,0.530055,11
VISA,  Transition Risk,Market,Reputation damage ,RCP8.5,2020,0.999265,11
VISA,  Transition Risk,Market,Reputation damage ,RCP8.5,2030,2.50221,11
VISA,  Transition Risk,Market,Reputation damage ,RCP8.5,2040,4.1684,11
VISA,  Transition Risk,Market,Reputation damage ,RCP8.5,2050,5.3638,11
VISA,  Transition Risk,Market,Reputation damage ,RCP8.5,2060,6.12282,11
VISA,  Transition Risk,Market,Reputation damage ,RCP8.5,2070,7.58797,11
VISA,  Transition Risk,Market,Reputation damage ,RCP8.5,2080,8.61552,11
VISA,  Transition Risk,Market,Reputation damage ,RCP8.5,2090,8.98501,11
VISA,  Physical Risk,Acute,Storm damage ,RCP8.5,2010,7.42077,11
VISA,  Physical Risk,Acute,Storm damage ,RCP8.5,2020,13.9898,11
VISA,  Physical Risk,Acute,Storm damage ,RCP8.5,2030,35.0309,11
VISA,  Physical Risk,Acute,Storm damage ,RCP8.5,2040,58.3575,11
VISA,  Physical Risk,Acute,Storm damage ,RCP8.5,2050,75.0932,11
VISA,  Physical Risk,Acute,Storm damage ,RCP8.5,2060,85.7195,11
VISA,  Physical Risk,Acute,Storm damage ,RCP8.5,2070,106.232,11
VISA,  Physical Risk,Acute,Storm damage ,RCP8.5,2080,120.617,11
VISA,  Physical Risk,Acute,Storm damage ,RCP8.5,2090,125.79,11
VISA,  Physical Risk,Chronic,Temperature extremes ,RCP8.5,2010,10.6011,11
VISA,  Physical Risk,Chronic,Temperature extremes ,RCP8.5,2020,19.9853,11
VISA,  Physical Risk,Chronic,Temperature extremes ,RCP8.5,2030,50.0442,11
VISA,  Physical Risk,Chronic,Temperature extremes ,RCP8.5,2040,83.3678,11
VISA,  Physical Risk,Chronic,Temperature extremes ,RCP8.5,2050,107.276,11
VISA,  Physical Risk,Chronic,Temperature extremes ,RCP8.5,2060,122.456,11
VISA,  Physical Risk,Chronic,Temperature extremes ,RCP8.5,2070,151.759,11
VISA,  Physical Risk,Chronic,Temperature extremes ,RCP8.5,2080,172.31,11
VISA,  Physical Risk,Chronic,Temperature extremes ,RCP8.5,2090,179.7,11
VISA,  Opportunity,Resource Efficiency,Water Efficiency ,RCP8.5,2010,1.9082,11
VISA,  Opportunity,Resource Efficiency,Water Efficiency ,RCP8.5,2020,3.59735,11
VISA,  Opportunity,Resource Efficiency,Water Efficiency ,RCP8.5,2030,9.00796,11
VISA,  Opportunity,Resource Efficiency,Water Efficiency ,RCP8.5,2040,15.0062,11
VISA,  Opportunity,Resource Efficiency,Water Efficiency ,RCP8.5,2050,19.3097,11
VISA,  Opportunity,Resource Efficiency,Water Efficiency ,RCP8.5,2060,22.0422,11
VISA,  Opportunity,Resource Efficiency,Water Efficiency ,RCP8.5,2070,27.3167,11
VISA,  Opportunity,Resource Efficiency,Water Efficiency ,RCP8.5,2080,31.0159,11
VISA,  Opportunity,Resource Efficiency,Water Efficiency ,RCP8.5,2090,32.346,11
MSFT,  Transition Risk,Policy and Legal,Carbon pricing ,RCP8.5,2010,3.2019,12
MSFT,  Transition Risk,Policy and Legal,Carbon pricing ,RCP8.5,2020,20.2553,12
MSFT,  Transition Risk,Policy and Legal,Carbon pricing ,RCP8.5,2030,25.8154,12
MSFT,  Transition Risk,Policy and Legal,Carbon pricing ,RCP8.5,2040,25.9363,12
MSFT,  Transition Risk,Policy and Legal,Carbon pricing ,RCP8.5,2050,37.1644,12
MSFT,  Transition Risk,Policy and Legal,Carbon pricing ,RCP8.5,2060,37.1644,12
MSFT,  Transition Risk,Policy and Legal,Carbon pricing ,RCP8.5,2070,53.3676,12
MSFT,  Transition Risk,Policy and Legal,Carbon pricing ,RCP8.5,2080,74.7331,12
MSFT,  Transition Risk,Policy and Legal,Carbon pricing ,RCP8.5,2090,89.3542,12
MSFT,  Physical Risk,Chronic,Coastal flooding ,RCP8.5,2010,1.35544,12
MSFT,  Physical Risk,Chronic,Coastal flooding ,RCP8.5,2020,4.18048,12
MSFT,  Physical Risk,Chronic,Coastal flooding ,RCP8.5,2030,10.2738,12
MSFT,  Physical Risk,Chronic,Coastal flooding ,RCP8.5,2040,29.2117,12
MSFT,  Physical Risk,Chronic,Coastal flooding ,RCP8.5,2050,92.6285,12
MSFT,  Physical Risk,Chronic,Coastal flooding ,RCP8.5,2060,168.673,12
MSFT,  Physical Risk,Chronic,Coastal flooding ,RCP8.5,2070,179.953,12
MSFT,  Physical Risk,Chronic,Coastal flooding ,RCP8.5,2080,199.978,12
MSFT,  Physical Risk,Chronic,Coastal flooding ,RCP8.5,2090,234.073,12
MSFT,  Physical Risk,Chronic,Drought ,RCP8.5,2010,4.5,12
MSFT,  Physical Risk,Chronic,Drought ,RCP8.5,2020,9,12
MSFT,  Physical Risk,Chronic,Drought ,RCP8.5,2030,18,12
MSFT,  Physical Risk,Chronic,Drought ,RCP8.5,2040,13.5,12
MSFT,  Physical Risk,Chronic,Drought ,RCP8.5,2050,31.5,12
MSFT,  Physical Risk,Chronic,Drought ,RCP8.5,2060,9,12
MSFT,  Physical Risk,Chronic,Drought ,RCP8.5,2070,49.5,12
MSFT,  Physical Risk,Chronic,Drought ,RCP8.5,2080,58.5,12
MSFT,  Physical Risk,Chronic,Drought ,RCP8.5,2090,31.5,12
MSFT,  Physical Risk,Acute,Employee impacts ,RCP8.5,2010,1.09888,12
MSFT,  Physical Risk,Acute,Employee impacts ,RCP8.5,2020,2.17216,12
MSFT,  Physical Risk,Acute,Employee impacts ,RCP8.5,2030,3.96667,12
MSFT,  Physical Risk,Acute,Employee impacts ,RCP8.5,2040,6.83977,12
MSFT,  Physical Risk,Acute,Employee impacts ,RCP8.5,2050,10.7168,12
MSFT,  Physical Risk,Acute,Employee impacts ,RCP8.5,2060,14.5214,12
MSFT,  Physical Risk,Acute,Employee impacts ,RCP8.5,2070,17.3318,12
MSFT,  Physical Risk,Acute,Employee impacts ,RCP8.5,2080,21.5631,12
MSFT,  Physical Risk,Acute,Employee impacts ,RCP8.5,2090,23.7869,12
MSFT,  Opportunity,Resource Efficiency,Energy Efficiency ,RCP8.5,2010,2.93035,12
MSFT,  Opportunity,Resource Efficiency,Energy Efficiency ,RCP8.5,2020,5.79242,12
MSFT,  Opportunity,Resource Efficiency,Energy Efficiency ,RCP8.5,2030,10.5778,12
MSFT,  Opportunity,Resource Efficiency,Energy Efficiency ,RCP8.5,2040,18.2394,12
MSFT,  Opportunity,Resource Efficiency,Energy Efficiency ,RCP8.5,2050,28.5782,12
MSFT,  Opportunity,Resource Efficiency,Energy Efficiency ,RCP8.5,2060,38.7237,12
MSFT,  Opportunity,Resource Efficiency,Energy Efficiency ,RCP8.5,2070,46.218,12
MSFT,  Opportunity,Resource Efficiency,Energy Efficiency ,RCP8.5,2080,57.5016,12
MSFT,  Opportunity,Resource Efficiency,Energy Efficiency ,RCP8.5,2090,63.4317,12
MSFT,  Opportunity,Resilience,Energy resilience ,RCP8.5,2010,2.74721,12
MSFT,  Opportunity,Resilience,Energy resilience ,RCP8.5,2020,5.43039,12
MSFT,  Opportunity,Resilience,Energy resilience ,RCP8.5,2030,9.91668,12
MSFT,  Opportunity,Resilience,Energy resilience ,RCP8.5,2040,17.0994,12
MSFT,  Opportunity,Resilience,Energy resilience ,RCP8.5,2050,26.792,12
MSFT,  Opportunity,Resilience,Energy resilience ,RCP8.5,2060,36.3034,12
MSFT,  Opportunity,Resilience,Energy resilience ,RCP8.5,2070,43.3294,12
MSFT,  Opportunity,Resilience,Energy resilience ,RCP8.5,2080,53.9076,12
MSFT,  Opportunity,Resilience,Energy resilience ,RCP8.5,2090,59.4672,12
MSFT,  Transition Risk,Policy and Legal,Litigation risk ,RCP8.5,2010,1.46518,12
MSFT,  Transition Risk,Policy and Legal,Litigation risk ,RCP8.5,2020,2.89621,12
MSFT,  Transition Risk,Policy and Legal,Litigation risk ,RCP8.5,2030,5.2889,12
MSFT,  Transition Risk,Policy and Legal,Litigation risk ,RCP8.5,2040,9.11969,12
MSFT,  Transition Risk,Policy and Legal,Litigation risk ,RCP8.5,2050,14.2891,12
MSFT,  Transition Risk,Policy and Legal,Litigation risk ,RCP8.5,2060,19.3618,12
MSFT,  Transition Risk,Policy and Legal,Litigation risk ,RCP8.5,2070,23.109,12
MSFT,  Transition Risk,Policy and Legal,Litigation risk ,RCP8.5,2080,28.7508,12
MSFT,  Transition Risk,Policy and Legal,Litigation risk ,RCP8.5,2090,31.7159,12
MSFT,  Opportunity,Resource Efficiency,Materials Efficiency ,RCP8.5,2010,2.19776,12
MSFT,  Opportunity,Resource Efficiency,Materials Efficiency ,RCP8.5,2020,4.34432,12
MSFT,  Opportunity,Resource Efficiency,Materials Efficiency ,RCP8.5,2030,7.93334,12
MSFT,  Opportunity,Resource Efficiency,Materials Efficiency ,RCP8.5,2040,13.6795,12
MSFT,  Opportunity,Resource Efficiency,Materials Efficiency ,RCP8.5,2050,21.4336,12
MSFT,  Opportunity,Resource Efficiency,Materials Efficiency ,RCP8.5,2060,29.0427,12
MSFT,  Opportunity,Resource Efficiency,Materials Efficiency ,RCP8.5,2070,34.6635,12
MSFT,  Opportunity,Resource Efficiency,Materials Efficiency ,RCP8.5,2080,43.1262,12
MSFT,  Opportunity,Resource Efficiency,Materials Efficiency ,RCP8.5,2090,47.5738,12
MSFT,  Transition Risk,Reputation,Materials cost ,RCP8.5,2010,1.83147,12
MSFT,  Transition Risk,Reputation,Materials cost ,RCP8.5,2020,3.62026,12
MSFT,  Transition Risk,Reputation,Materials cost ,RCP8.5,2030,6.61112,12
MSFT,  Transition Risk,Reputation,Materials cost ,RCP8.5,2040,11.3996,12
MSFT,  Transition Risk,Reputation,Materials cost ,RCP8.5,2050,17.8614,12
MSFT,  Transition Risk,Reputation,Materials cost ,RCP8.5,2060,24.2023,12
MSFT,  Transition Risk,Reputation,Materials cost ,RCP8.5,2070,28.8863,12
MSFT,  Transition Risk,Reputation,Materials cost ,RCP8.5,2080,35.9385,12
MSFT,  Transition Risk,Reputation,Materials cost ,RCP8.5,2090,39.6448,12
MSFT,  Transition Risk,Technology,New technology ,RCP8.5,2010,1.28203,12
MSFT,  Transition Risk,Technology,New technology ,RCP8.5,2020,2.53418,12
MSFT,  Transition Risk,Technology,New technology ,RCP8.5,2030,4.62778,12
MSFT,  Transition Risk,Technology,New technology ,RCP8.5,2040,7.97973,12
MSFT,  Transition Risk,Technology,New technology ,RCP8.5,2050,12.5029,12
MSFT,  Transition Risk,Technology,New technology ,RCP8.5,2060,16.9416,12
MSFT,  Transition Risk,Technology,New technology ,RCP8.5,2070,20.2204,12
MSFT,  Transition Risk,Technology,New technology ,RCP8.5,2080,25.1569,12
MSFT,  Transition Risk,Technology,New technology ,RCP8.5,2090,27.7514,12
MSFT,  Opportunity,Energy Source,Renewable price stability ,RCP8.5,2010,0.549441,12
MSFT,  Opportunity,Energy Source,Renewable price stability ,RCP8.5,2020,1.08608,12
MSFT,  Opportunity,Energy Source,Renewable price stability ,RCP8.5,2030,1.98334,12
MSFT,  Opportunity,Energy Source,Renewable price stability ,RCP8.5,2040,3.41989,12
MSFT,  Opportunity,Energy Source,Renewable price stability ,RCP8.5,2050,5.3584,12
MSFT,  Opportunity,Energy Source,Renewable price stability ,RCP8.5,2060,7.26069,12
MSFT,  Opportunity,Energy Source,Renewable price stability ,RCP8.5,2070,8.66588,12
MSFT,  Opportunity,Energy Source,Renewable price stability ,RCP8.5,2080,10.7815,12
MSFT,  Opportunity,Energy Source,Renewable price stability ,RCP8.5,2090,11.8934,12
MSFT,  Transition Risk,Market,Reputation damage ,RCP8.5,2010,0.915735,12
MSFT,  Transition Risk,Market,Reputation damage ,RCP8.5,2020,1.81013,12
MSFT,  Transition Risk,Market,Reputation damage ,RCP8.5,2030,3.30557,12
MSFT,  Transition Risk,Market,Reputation damage ,RCP8.5,2040,5.69982,12
MSFT,  Transition Risk,Market,Reputation damage ,RCP8.5,2050,8.93068,12
MSFT,  Transition Risk,Market,Reputation damage ,RCP8.5,2060,12.1012,12
MSFT,  Transition Risk,Market,Reputation damage ,RCP8.5,2070,14.4431,12
MSFT,  Transition Risk,Market,Reputation damage ,RCP8.5,2080,17.9692,12
MSFT,  Transition Risk,Market,Reputation damage ,RCP8.5,2090,19.8224,12
MSFT,  Physical Risk,Acute,Storm damage ,RCP8.5,2010,12.8203,12
MSFT,  Physical Risk,Acute,Storm damage ,RCP8.5,2020,25.3418,12
MSFT,  Physical Risk,Acute,Storm damage ,RCP8.5,2030,46.2777,12
MSFT,  Physical Risk,Acute,Storm damage ,RCP8.5,2040,79.7973,12
MSFT,  Physical Risk,Acute,Storm damage ,RCP8.5,2050,125.029,12
MSFT,  Physical Risk,Acute,Storm damage ,RCP8.5,2060,169.416,12
MSFT,  Physical Risk,Acute,Storm damage ,RCP8.5,2070,202.204,12
MSFT,  Physical Risk,Acute,Storm damage ,RCP8.5,2080,251.569,12
MSFT,  Physical Risk,Acute,Storm damage ,RCP8.5,2090,277.514,12
MSFT,  Physical Risk,Chronic,Temperature extremes ,RCP8.5,2010,18.3147,12
MSFT,  Physical Risk,Chronic,Temperature extremes ,RCP8.5,2020,36.2026,12
MSFT,  Physical Risk,Chronic,Temperature extremes ,RCP8.5,2030,66.1112,12
MSFT,  Physical Risk,Chronic,Temperature extremes ,RCP8.5,2040,113.996,12
MSFT,  Physical Risk,Chronic,Temperature extremes ,RCP8.5,2050,178.614,12
MSFT,  Physical Risk,Chronic,Temperature extremes ,RCP8.5,2060,242.023,12
MSFT,  Physical Risk,Chronic,Temperature extremes ,RCP8.5,2070,288.863,12
MSFT,  Physical Risk,Chronic,Temperature extremes ,RCP8.5,2080,359.385,12
MSFT,  Physical Risk,Chronic,Temperature extremes ,RCP8.5,2090,396.448,12
MSFT,  Opportunity,Resource Efficiency,Water Efficiency ,RCP8.5,2010,3.29664,12
MSFT,  Opportunity,Resource Efficiency,Water Efficiency ,RCP8.5,2020,6.51646,12
MSFT,  Opportunity,Resource Efficiency,Water Efficiency ,RCP8.5,2030,11.9,12
MSFT,  Opportunity,Resource Efficiency,Water Efficiency ,RCP8.5,2040,20.5193,12
MSFT,  Opportunity,Resource Efficiency,Water Efficiency ,RCP8.5,2050,32.1504,12
MSFT,  Opportunity,Resource Efficiency,Water Efficiency ,RCP8.5,2060,43.5641,12
MSFT,  Opportunity,Resource Efficiency,Water Efficiency ,RCP8.5,2070,51.9954,12
MSFT,  Opportunity,Resource Efficiency,Water Efficiency ,RCP8.5,2080,64.6891,12
MSFT,  Opportunity,Resource Efficiency,Water Efficiency ,RCP8.5,2090,71.3607,12
APPL,  Transition Risk,Policy and Legal,Carbon pricing ,RCP8.5,2010,3.2019,13
APPL,  Transition Risk,Policy and Legal,Carbon pricing ,RCP8.5,2020,20.2553,13
APPL,  Transition Risk,Policy and Legal,Carbon pricing ,RCP8.5,2030,25.8154,13
APPL,  Transition Risk,Policy and Legal,Carbon pricing ,RCP8.5,2040,25.9363,13
APPL,  Transition Risk,Policy and Legal,Carbon pricing ,RCP8.5,2050,37.1644,13
APPL,  Transition Risk,Policy and Legal,Carbon pricing ,RCP8.5,2060,37.1644,13
APPL,  Transition Risk,Policy and Legal,Carbon pricing ,RCP8.5,2070,53.3676,13
APPL,  Transition Risk,Policy and Legal,Carbon pricing ,RCP8.5,2080,74.7331,13
APPL,  Transition Risk,Policy and Legal,Carbon pricing ,RCP8.5,2090,89.3542,13
APPL,  Physical Risk,Chronic,Coastal flooding ,RCP8.5,2010,0,13
APPL,  Physical Risk,Chronic,Coastal flooding ,RCP8.5,2020,0,13
APPL,  Physical Risk,Chronic,Coastal flooding ,RCP8.5,2030,0,13
APPL,  Physical Risk,Chronic,Coastal flooding ,RCP8.5,2040,0,13
APPL,  Physical Risk,Chronic,Coastal flooding ,RCP8.5,2050,0,13
APPL,  Physical Risk,Chronic,Coastal flooding ,RCP8.5,2060,0,13
APPL,  Physical Risk,Chronic,Coastal flooding ,RCP8.5,2070,0,13
APPL,  Physical Risk,Chronic,Coastal flooding ,RCP8.5,2080,0,13
APPL,  Physical Risk,Chronic,Coastal flooding ,RCP8.5,2090,0,13
APPL,  Physical Risk,Chronic,Drought ,RCP8.5,2010,22.5,13
APPL,  Physical Risk,Chronic,Drought ,RCP8.5,2020,9,13
APPL,  Physical Risk,Chronic,Drought ,RCP8.5,2030,18,13
APPL,  Physical Risk,Chronic,Drought ,RCP8.5,2040,22.5,13
APPL,  Physical Risk,Chronic,Drought ,RCP8.5,2050,49.5,13
APPL,  Physical Risk,Chronic,Drought ,RCP8.5,2060,49.5,13
APPL,  Physical Risk,Chronic,Drought ,RCP8.5,2070,90,13
APPL,  Physical Risk,Chronic,Drought ,RCP8.5,2080,45,13
APPL,  Physical Risk,Chronic,Drought ,RCP8.5,2090,72,13
APPL,  Physical Risk,Acute,Employee impacts ,RCP8.5,2010,0.122154,13
APPL,  Physical Risk,Acute,Employee impacts ,RCP8.5,2020,0.2004,13
APPL,  Physical Risk,Acute,Employee impacts ,RCP8.5,2030,1.39516,13
APPL,  Physical Risk,Acute,Employee impacts ,RCP8.5,2040,2.65399,13
APPL,  Physical Risk,Acute,Employee impacts ,RCP8.5,2050,3.2277,13
APPL,  Physical Risk,Acute,Employee impacts ,RCP8.5,2060,5.9603,13
APPL,  Physical Risk,Acute,Employee impacts ,RCP8.5,2070,10.2122,13
APPL,  Physical Risk,Acute,Employee impacts ,RCP8.5,2080,14.5144,13
APPL,  Physical Risk,Acute,Employee impacts ,RCP8.5,2090,17.001,13
APPL,  Opportunity,Resource Efficiency,Energy Efficiency ,RCP8.5,2010,0.325744,13
APPL,  Opportunity,Resource Efficiency,Energy Efficiency ,RCP8.5,2020,0.5344,13
APPL,  Opportunity,Resource Efficiency,Energy Efficiency ,RCP8.5,2030,3.72042,13
APPL,  Opportunity,Resource Efficiency,Energy Efficiency ,RCP8.5,2040,7.07731,13
APPL,  Opportunity,Resource Efficiency,Energy Efficiency ,RCP8.5,2050,8.60719,13
APPL,  Opportunity,Resource Efficiency,Energy Efficiency ,RCP8.5,2060,15.8941,13
APPL,  Opportunity,Resource Efficiency,Energy Efficiency ,RCP8.5,2070,27.2324,13
APPL,  Opportunity,Resource Efficiency,Energy Efficiency ,RCP8.5,2080,38.7049,13
APPL,  Opportunity,Resource Efficiency,Energy Efficiency ,RCP8.5,2090,45.3361,13
APPL,  Opportunity,Resilience,Energy resilience ,RCP8.5,2010,0.305385,13
APPL,  Opportunity,Resilience,Energy resilience ,RCP8.5,2020,0.501,13
APPL,  Opportunity,Resilience,Energy resilience ,RCP8.5,2030,3.48792,13
APPL,  Opportunity,Resilience,Energy resilience ,RCP8.5,2040,6.63497,13
APPL,  Opportunity,Resilience,Energy resilience ,RCP8.5,2050,8.06923,13
APPL,  Opportunity,Resilience,Energy resilience ,RCP8.5,2060,14.9007,13
APPL,  Opportunity,Resilience,Energy resilience ,RCP8.5,2070,25.5304,13
APPL,  Opportunity,Resilience,Energy resilience ,RCP8.5,2080,36.2858,13
APPL,  Opportunity,Resilience,Energy resilience ,RCP8.5,2090,42.5025,13
APPL,  Transition Risk,Policy and Legal,Litigation risk ,RCP8.5,2010,0.162872,13
APPL,  Transition Risk,Policy and Legal,Litigation risk ,RCP8.5,2020,0.2672,13
APPL,  Transition Risk,Policy and Legal,Litigation risk ,RCP8.5,2030,1.86022,13
APPL,  Transition Risk,Policy and Legal,Litigation risk ,RCP8.5,2040,3.53866,13
APPL,  Transition Risk,Policy and Legal,Litigation risk ,RCP8.5,2050,4.3036,13
APPL,  Transition Risk,Policy and Legal,Litigation risk ,RCP8.5,2060,7.94707,13
APPL,  Transition Risk,Policy and Legal,Litigation risk ,RCP8.5,2070,13.6162,13
APPL,  Transition Risk,Policy and Legal,Litigation risk ,RCP8.5,2080,19.3524,13
APPL,  Transition Risk,Policy and Legal,Litigation risk ,RCP8.5,2090,22.668,13
APPL,  Opportunity,Resource Efficiency,Materials Efficiency ,RCP8.5,2010,0.244308,13
APPL,  Opportunity,Resource Efficiency,Materials Efficiency ,RCP8.5,2020,0.4008,13
APPL,  Opportunity,Resource Efficiency,Materials Efficiency ,RCP8.5,2030,2.79032,13
APPL,  Opportunity,Resource Efficiency,Materials Efficiency ,RCP8.5,2040,5.30799,13
APPL,  Opportunity,Resource Efficiency,Materials Efficiency ,RCP8.5,2050,6.4554,13
APPL,  Opportunity,Resource Efficiency,Materials Efficiency ,RCP8.5,2060,11.9206,13
APPL,  Opportunity,Resource Efficiency,Materials Efficiency ,RCP8.5,2070,20.4243,13
APPL,  Opportunity,Resource Efficiency,Materials Efficiency ,RCP8.5,2080,29.0287,13
APPL,  Opportunity,Resource Efficiency,Materials Efficiency ,RCP8.5,2090,34.002,13
APPL,  Transition Risk,Reputation,Materials cost ,RCP8.5,2010,0.20359,13
APPL,  Transition Risk,Reputation,Materials cost ,RCP8.5,2020,0.334,13
